date,sales,sales_from_finance,total_ad_spend,corp_Google_DISCOVERY_spend,corp_Google_DISPLAY_spend,corp_Google_PERFORMANCE_MAX_spend,corp_Google_SEARCH_spend,corp_Google_SHOPPING_spend,corp_Google_VIDEO_spend,corp_Horizon_VIDEO_TIER_1_spend,corp_Horizon_VIDEO_TIER_2_spend,corp_Horizon_VIDEO_TIER_3_spend,corp_Horizon_VIDEO_TIER_BC_spend,corp_Horizon_VIDEO_TIER_HISP_spend,corp_Horizon_VIDEO_TIER_NA_spend,corp_Horizon_VIDEO_TIER_OTT_spend,corp_Horizon_VIDEO_TIER_SYND_spend,corp_Impact_AFFILIATE_spend,corp_Meta_SOCIAL_spend,corp_Microsoft_AUDIENCE_spend,corp_Microsoft_SEARCH_CONTENT_spend,corp_Microsoft_SHOPPING_spend,local_Google_DISPLAY_spend,local_Google_LOCAL_spend,local_Google_PERFORMANCE_MAX_spend,local_Google_SEARCH_spend,local_Google_SHOPPING_spend,local_Meta_SOCIAL_spend,local_Simpli_fi_GEO_OPTIMIZED_DISPLAY_spend,local_Simpli_fi_GEO_OPTIMIZED_VIDEO_spend,local_Simpli_fi_SEARCH_DISPLAY_spend,local_Simpli_fi_SEARCH_VIDEO_spend,local_Simpli_fi_SITE_RETARGETING_DISPLAY_spend,local_Simpli_fi_SITE_RETARGETING_VIDEO_spend,stock_market_index,dollar_to_pound,interest_rates
2024-03-08,8436,7993,162501.907396985,0,0,3396.309624,64646.344923,4267.34,0,0,0,0,0,0,0,0,0,2021.01,21753.49,0,3355.21,0,0,0,20897.74085,0,0,22503.73,0,0,0,0,0,0,38722.69140625,0.78030002117157,4.09
2024-03-07,7427,7031,149326.947432985,0,0,2735.772617,64403.92433,3944.26,0,0,0,0,0,0,0,0,0,2242.5,15751.39,0,3839.55,0,0,0,20766.863486,0,0,15940.06,0,0,0,0,0,0,38791.3515625,0.785210013389587,4.09
2024-03-06,7500,7064,144849.345432985,0,0,2947.489714,60488.9788,5583.41,0,0,0,0,0,0,0,0,0,2539.9,9707.8,0,3597.84,0,0,0,20736.8549190001,0,0,19390.06,0,0,0,0,0,0,38661.05078125,0.78710001707077,4.11
2024-03-05,7706,7256,131172.571851285,0,0,1533.856954,49282.823427,4475.07,0,0,0,0,0,0,0,0,0,1899.08,9518.78,0,3086.15,0,0,0,21191.7791740001,0,0,20346.75,0,0,0,0,0,0,38585.19140625,0.787899971008301,4.13
2024-03-04,8163,7728,124689.357239985,0,0,883.160525,44548.273616,4128.36,0,0,0,0,0,0,0,0,0,2025.38,10810.98,0,3298.32,0,0,0,18547.386099,0,0,20587.95,0,0,0,0,0,0,38989.828125,0.789870023727417,4.22
2024-03-03,6091,5804,131138.994279195,0,0,982.336873,43246.048935,4867.41,0,0,0,0,0,0,0,0,0,1799.22,14530.41,0,2877.72,0,0,0,22063.709885,0,0,20800.4,0,0,0,0,0,0,39087.37890625,0.792050004005432,4.19
2024-03-02,9958,9511,123893.525089985,0,0,1429.868373,39901.011957,5069.83,0,0,0,0,0,0,0,0,0,2550.64,12457.97,0,3667.46,0,0,0,19609.92576,0,0,19257.02,0,0,0,0,0,0,39087.37890625,0.792050004005432,4.19
2024-03-01,12316,11787,128491.166128985,0,0,1586.375934,45643.116473,4840.93,0,0,0,0,0,0,0,0,0,2764.65,12839.85,0,4411,0,0,0,18419.110722,0,0,18123.99,0,0,0,0,0,0,39087.37890625,0.792050004005432,4.19
2024-02-29,8725,8189,139942.123436985,0,0,2488.10321,54509.6279,6821.05,0,0,0,0,0,0,0,0,0,2856.1,12971.27,0,4183.72,0,0,0,16240.763327,0,0,19944.45,0,0,0,0,0,0,38996.390625,0.789699971675873,4.25
2024-02-28,8631,8107,166131.297326985,0,0,3735.936529,70863.071933,10663.47,0,0,0,0,0,0,0,0,0,2264.83,13598.58,0,5735.06,0,0,0,19649.784865,0,0,19764.55,0,0,0,0,0,0,38949.01953125,0.788540005683899,4.27
2024-02-27,8271,7861,161939.778263011,0,0,3399.538509,61715.445922,13065.13,0,0,0,0,0,0,0,0,0,2679.5,14449.91,0,6251.1,0,0,0,19276.8168320001,0,0,19939.19,0,0,0,0,0,0,38972.41015625,0.788359999656677,4.31
2024-02-26,8402,7971,154874.878217011,0,0,3351.502973,52395.676164,14172.25,0,0,0,0,0,0,0,0,0,1826.42,16307.59,0,4427.58,0,0,0,21544.74308,0,0,20005.77,0,0,0,0,0,0,39069.23046875,0.789099991321564,4.28
2024-02-25,5914,5603,134515.253694984,0,0,3743.791402,40569.050747,5338.38,0,0,0,0,0,0,0,0,0,6506.43,15983.1,0,4279.89,0,0,0,17777.142546,0,0,19231.82,0,0,0,0,0,0,39131.53125,0.789659976959229,4.26
2024-02-24,9964,9531,128582.538365984,0,0,3042.254164,36795.817648,5542.78,0,0,0,0,0,0,0,0,0,6920.51,13309.71,0,4187.11,0,0,0,19525.471554,0,0,18239.81,0,0,0,0,0,0,39131.53125,0.789659976959229,4.26
2024-02-23,11064,10525,128787.387340984,0,0,2836.882088,32038.698594,5324.24,0,0,0,0,0,0,0,0,0,5722.81,13454.86,0,7320.73,0,0,0,19770.593659,0,0,21448.14,0,0,0,0,0,0,39131.53125,0.789659976959229,4.26
2024-02-22,11683,11228,147779.080960984,0,0,1615.800884,56447.984978,3443.29,0,0,0,0,0,0,0,0,0,2593.56,13468.18,0,5584,0,0,0,21669.162099,0,0,21797.8,0,0,0,0,0,0,39069.109375,0.791260004043579,4.33
2024-02-21,7461,7052,159507.604307984,0,0,1090.20555,70337.334651,3093.83,0,0,0,0,0,0,0,0,0,1675.34,13381.27,0,4396.44,0,0,0,22904.800107,0,0,21573.28,0,0,0,0,0,0,38612.23828125,0.791930019855499,4.32
2024-02-20,6858,6515,152174.797379984,0,0,825.819061,65023.030645,2560.07,0,0,0,0,0,0,0,0,0,2387.88,12766.64,0,3784.36,0,0,0,22055.7416739999,0,0,21892.76,0,0,0,0,0,0,38563.80078125,0.794430017471314,4.27
2024-02-19,6297,5954,160719.867815984,0,0,682.312029,71460.421261,1585.7,0,0,0,0,0,0,0,0,0,3130.39,12872.45,0,2983.73,0,0,0,24608.5305259999,0,0,22212.04,0,0,0,0,0,0,38627.98828125,0.792949974536896,4.3
2024-02-18,5093,4842,140399.196441984,0,0,783.756815,53785.452933,1485.33,0,0,0,0,0,0,0,0,0,2717.17,12781.42,0,2637.5,0,0,0,22443.434694,0,0,22784.75,0,0,0,0,0,0,38627.98828125,0.793699979782105,4.3
2024-02-17,8021,7679,142136.632753984,0,0,1324.588551,60219.456727,696.86,0,0,0,0,0,0,0,0,0,2576.16,11349.4,0,2892.46,0,0,0,20309.713476,0,0,21283.1,0,0,0,0,0,0,38627.98828125,0.793699979782105,4.3
2024-02-16,7132,6725,120658.047378992,0,0,1336.302993,45259.505199,805.85,0,0,0,0,0,0,0,0,0,2030.13,11218.09,0,3189.98,0,0,0,22398.8101870001,0,0,21382.91,0,0,0,0,0,0,38627.98828125,0.793699979782105,4.3
2024-02-15,5843,5519,108152.677204992,0,0,190.5,38983.47825,240.68,0,0,0,0,0,0,0,0,0,1181.25,9634.26,0,2810.79,0,0,0,21052.154955,0,0,21073.79,0,0,0,0,0,0,38773.12109375,0.795650005340576,4.24
2024-02-14,5529,5203,110502.634322992,0,0,0,35705.822729,0,0,0,0,0,0,0,0,0,0,1520.94,14327.3,0,2584.96,0,0,0,22054.482594,0,0,21290.02,0,0,0,0,0,0,38424.26953125,0.79423999786377,4.27
2024-02-13,5100,4782,111878.426385992,0,0,0,36783.857157,0,0,0,0,0,0,0,0,0,0,2526.03,12581.85,0,2871.77,0,0,0,22743.488229,0,0,21574.16,0,0,0,0,0,0,38272.75,0.791920006275177,4.31
2024-02-12,5655,5312,113174.110362992,0,0,0,37310.449383,0,0,0,0,0,0,0,0,0,0,2256.97,12591.02,0,2418.46,0,0,0,24141.9439800001,0,0,21952.47,0,0,0,0,0,0,38797.37890625,0.791310012340546,4.17
2024-02-11,4215,3934,111483.759059992,0,0,0,37197.021016,0,0,0,0,0,0,0,0,0,0,1904.46,13335.55,0,1872.85,0,0,0,22039.4480439999,0,0,22449.25,0,0,0,0,0,0,38671.69140625,0.792360007762909,4.17
2024-02-10,6595,6229,108379.026074632,0,0,0,35915.572662,0,0,0,0,0,0,0,0,0,0,1840.81,12205.11,0,2289.65,0,0,0,22119.047193,0,0,20638.06,0,0,0,0,0,0,38671.69140625,0.792360007762909,4.17
2024-02-09,6951,6582,113808.644267986,0,0,0,34418.726759,0,0,0,0,0,0,0,0,0,0,2097.27,12248.78,0,2210.57,0,0,0,22890.430509,0,0,20579.32,0,0,0,0,0,0,38671.69140625,0.792360007762909,4.17
2024-02-08,5945,5585,114175.724482986,0,0,0,35842.596222,0,0,0,0,0,0,0,0,0,0,2299.41,12198.95,0,1964.51,0,0,0,22018.5922609999,0,0,20207.3,0,0,0,0,0,0,38726.328125,0.791930019855499,4.15
2024-02-07,6250,6066,126327.564770576,0,0,0,43432.842772,0,0,0,0,0,0,0,0,0,0,2688.29,12837.87,0,2140.24,0,0,0,25111.732171,0,0,20252.29,0,0,0,0,0,0,38677.359375,0.793240010738373,4.09
2024-02-06,6179,6020,133507.723935576,0,0,0,49489.408903,0,0,0,0,0,0,0,0,0,0,1881.03,13427.62,0,2277.98,0,0,0,25409.888205,0,0,21498.3,0,0,0,0,0,0,38521.359375,0.797800004482269,4.09
2024-02-05,6296,6105,135605.719280576,0,0,0,46257.806857,0,0,0,0,0,0,0,0,0,0,2195.35,14853.4,0,1922.21,0,0,0,27588.3735959999,0,0,23567.29,0,0,0,0,0,0,38380.12109375,0.792270004749298,4.17
2024-02-04,4522,4364,129380.321064286,0,0,0,40454.188253,0,0,0,0,0,0,0,0,0,0,2068,15681.63,0,1666.61,0,0,0,26713.385448,0,0,23344.19,0,0,0,0,0,0,38654.421875,0.784479975700378,4.03
2024-02-03,7453,7263,128156.337529286,0,0,0,41214.156719,0,0,0,0,0,0,0,0,0,0,2519.24,14168.53,0,1689.05,0,0,0,28137.278447,0,0,20692.46,0,0,0,0,0,0,38654.421875,0.784479975700378,4.03
2024-02-02,8332,8085,119081.522878305,0,0,0,42393.424714,0,0,0,0,0,0,0,0,0,0,2470.98,14560.42,0,2029.67,0,0,0,17595.563801,0,0,20736.19,0,0,0,0,0,0,38654.421875,0.784479975700378,4.03
2024-02-01,8197,7979,103881.339815598,0,0,0,42142.571348,0,0,0,0,0,0,0,0,0,0,2485.16,14477.99,0,2229.73,0,0,0,6273.42964,0,0,17123.07,0,0,0,0,0,0,38519.83984375,0.78873997926712,3.87
2024-01-31,6037,5863,116055.300242636,0,0,0,71901.084593,0,0,0,0,0,0,0,0,0,0,2201.43,14863.25,0,2451.19,0,0,0,3207.766124,0,0,1985.44,0,0,0,0,0,0,38150.30078125,0.787679970264435,3.99
2024-01-30,5562,5403,110980.353661646,0,0,0,66976.359313,0,0,0,0,0,0,0,0,0,0,2224.46,16624.35,0,2381.02,0,0,0,1731.511823,0,0,1609.28,0,0,0,0,0,0,38467.30859375,0.78658002614975,4.06
2024-01-29,5521,5333,97792.4949356358,0,0,0,55986.585219,0,0,0,0,0,0,0,0,0,0,2097.46,14869.74,0,2315.25,0,0,0,1362.124191,0,0,1767.94,0,0,0,0,0,0,38333.44921875,0.78754997253418,4.08
2024-01-28,4065,3879,94404.3486087757,0,0,0,53620.814845,0,0,0,0,0,0,0,0,0,0,2374.23,13617.16,0,1955.85,0,0,0,1550.611033,0,0,1804.89,0,0,0,0,0,0,38109.4296875,0.786889970302582,4.15
2024-01-27,6370,6132,87353.3070457755,0,0,0,48737.933324,0,0,0,0,0,0,0,0,0,0,1551.2,11989.35,0,2202.73,0,0,0,1619.725991,0,0,1507.06,0,0,0,0,0,0,38109.4296875,0.786889970302582,4.15
2024-01-26,6777,6571,100525.572629961,0,0,0,61438.055253,0,0,0,0,0,0,0,0,0,0,1777.92,11030.82,0,2846.6,0,0,0,1657.610646,0,0,1657.3,0,0,0,0,0,0,38109.4296875,0.786889970302582,4.15
2024-01-25,5755,5571,99753.1704522155,0,0,0,61206.072998,0,0,0,0,0,0,0,0,0,0,1857.59,10596.14,0,2936.03,0,0,0,1528.287826,0,0,1664.79,0,0,0,0,0,0,38049.12890625,0.786239981651306,4.14
2024-01-24,5615,5477,96724.6836112155,0,0,0,58586.922392,0,0,0,0,0,0,0,0,0,0,910.62,11014.63,0,3106.2,0,0,0,1593.613591,0,0,1408.38,0,0,0,0,0,0,37806.390625,0.787899971008301,4.18
2024-01-23,5230,5045,94975.7595702155,0,0,0,61414.766942,0,0,0,0,0,0,0,0,0,0,225,10733.4,0,2687.65,0,0,0,0,0,0,69.89,0,0,0,0,0,0,37905.44921875,0.786970019340515,4.14
2024-01-22,5480,5249,92700.2840787757,0,0,0,58879.128348,0,0,0,0,0,0,0,0,0,0,0,11109.47,0,2654.07,0,0,0,0,0,0,0,0,0,0,0,0,0,38001.80859375,0.787410020828247,4.11
2024-01-21,3781,3574,88639.5068794655,0,0,0,53855.385841,0,0,0,0,0,0,0,0,0,0,0,11972.39,0,2576.16,0,0,0,0,0,0,0,0,0,0,0,0,0,37863.80078125,0.786790013313294,4.15
2024-01-20,6219,5978,88097.0684124655,0,0,0,53547.137374,0,0,0,0,0,0,0,0,0,0,0,10920.67,0,2999.95,0,0,0,0,0,0,0,0,0,0,0,0,0,37863.80078125,0.786790013313294,4.15
2024-01-19,5884,5658,90659.1133634655,0,0,0,54563.357325,0,0,0,0,0,0,0,0,0,0,0,11096.03,0,3780.54,0,0,0,0,0,0,0,0,0,0,0,0,0,37863.80078125,0.786790013313294,4.15
2024-01-18,5544,5319,61981.91536646,0,0,0,44131.314328,0,0,0,0,0,0,0,0,0,0,0,10345.68,0,3957.34,0,0,0,0,0,0,0,0,0,0,0,0,0,37468.609375,0.788839995861054,4.14
2024-01-17,4913,4684,46423.22499846,0,0,0,29969.812074,0,0,0,0,0,0,0,0,0,0,0,10139.67,0,2897.31,0,0,0,326.995886,0,0,291.02,0,0,0,0,0,0,37266.671875,0.791230022907257,4.1
2024-01-16,4647,4452,43902.29360946,0,0,0,28616.461093,0,0,0,0,0,0,0,0,0,0,0,9095.57,0,2183.18,0,0,0,285.124478,0,0,396.65,0,0,0,0,0,0,37361.12109375,0.786400020122528,4.07
2024-01-15,4534,4318,40609.10899746,0,0,0,24617.983627,0,0,0,0,0,0,0,0,0,0,0,9209.43,0,2998.13,0,0,0,273.961332,0,0,411.61,0,0,0,0,0,0,37592.98046875,0.785139977931976,3.96
2024-01-14,3698,3521,41012.84621746,0,0,0,23792.460672,0,0,0,0,0,0,0,0,0,0,0,11293.61,0,1946.72,0,0,0,223.778507,0,0,416.54,0,0,0,0,0,0,37592.98046875,0.78260999917984,3.96
2024-01-13,5980,5769,42997.45922246,0,0,0,24288.502373,0,0,0,0,0,0,0,0,0,0,0,12386.64,0,2142.92,0,0,0,317.531811,0,0,375.68,0,0,0,0,0,0,37592.98046875,0.78260999917984,3.96
2024-01-12,6296,6102,42645.61107177,0,0,0,23246.250612,0,0,0,0,0,0,0,0,0,0,0,12400.1,0,2576.17,0,0,0,389.985729,0,0,398.19,0,0,0,0,0,0,37592.98046875,0.78260999917984,3.96
2024-01-11,5191,4967,41386.54827708,0,0,0,20892.183871,0,0,0,0,0,0,0,0,0,0,0,13637.27,0,2426.93,0,0,0,457.891983,0,0,403.21,0,0,0,0,0,0,37711.01953125,0.784609973430634,3.98
2024-01-10,5415,5202,45196.08200708,0,0,0,29245.382996,0,0,0,0,0,0,0,0,0,0,0,9970.96,0,2008.88,0,0,0,721.549588,0,0,388.77,0,0,0,0,0,0,37695.73046875,0.78659999370575,4.04
2024-01-09,4835,4627,65895.96409408,0,0,0,48945.428996,0,0,0,0,0,0,0,0,0,0,0,10837.81,0,2140.39,0,0,0,340.126675,0,0,401.21,0,0,0,0,0,0,37525.16015625,0.784609973430634,4.02
2024-01-08,5889,5664,56965.60727508,0,0,0,41050.289731,0,0,0,0,0,0,0,0,0,0,0,10353.65,0,1638.38,0,0,0,208.455727,0,0,409.47,0.034991,0.12999,0,0,0.128945,1.061468,37683.01171875,0.786300003528595,4.01
2024-01-07,3967,3796,75331.0343470735,0,0,0,36926.474889,0,0,0,0,0,0,0,0,0,0,0,9233.43,0,1009.17,0,0,0,4184.47585300001,0,0,4452.03,1237.903432,1352.69228,0,0,1950.933066,2521.867404,37466.109375,0.788389980792999,4.05
2024-01-06,6367,6150,85418.1562410735,0,0,0,41147.237381,0,0,0,0,0,0,0,0,0,0,0,8660.14,0,1308.64,0,0,0,7317.92693400001,0,0,7284.29,1249.654038,1368.471186,0,0,1962.877283,2571.299996,37466.109375,0.788389980792999,4.05
2024-01-05,7021,6786,90727.4983499935,0,0,0,46514.864421,0,0,0,0,0,0,0,0,0,0,0,8501.04,0,1076.2,0,0,0,7762.456176,0,0,7520.17,1251.109181,1371.36463,0,0,1964.98212,2582.490822,37466.109375,0.788389980792999,4.05
2024-01-04,7006,6788,82915.5210829935,0,0,0,40923.454811,0,0,0,0,0,0,0,0,0,0,0,8164.46,0,1374.9,0,0,0,6347.307217,0,0,8027.4,1251.132575,1373.335694,0,0,1968.031393,2591.509393,37440.33984375,0.788999974727631,3.99
2024-01-03,8067,7869,79460.7438399935,0,0,0,35393.762976,0,0,0,0,0,0,0,0,0,0,0,8678.03,0,1331.06,0,0,0,8022.960525,0,0,8275.16,1251.968117,1375.7757,0,0,1968.759687,2598.756835,37430.19140625,0.792200028896332,3.91
2024-01-02,6637,6423,68265.7027799935,0,0,0,24762.150826,0,0,0,0,0,0,0,0,0,0,0,8792.88,0,826.06,0,0,0,7692.19670099999,0,0,8488.8,1252.858079,1378.312781,0,0,1975.942968,2610.611425,37715.0390625,0.785619974136353,3.95
2024-01-01,2323,2184,73058.2552969935,0,0,0,28579.71796,0,0,0,0,0,0,0,0,0,0,480.64,8872.36,0,844.84,0,0,0,8079.626413,0,0,8596.1,1253.295744,1381.120019,0,0,1977.161044,2612.564117,37689.5390625,0.785546004772186,3.88
2023-12-31,4052,3816,94283.5099157935,0,0,0,26932.59299,0,0,0,0,0,0,0,21925.3443528,0,0,1652.55,7776.01,0,659.05,0,0,0,5847.224568,0,0,9119.5,1255.305453,1383.501593,0,0,1976.76193,2618.846029,37689.5390625,0.785300016403198,3.88
2023-12-30,7901,7711,93800.1417291935,0,0,0,28495.270296,0,0,0,0,0,0,0,18279.7871592,0,0,3554.53,6239.99,0,738.96,0,0,0,6467.32421,0,0,8137.05,1256.210436,1385.958883,0,0,1977.30048,2622.346265,37689.5390625,0.785300016403198,3.88
2023-12-29,10237,9980,100323.662745394,0,0,0,28283.539374,0,0,0,0,0,0,0,20653.5959224,0,0,6065.26,6398.91,0,919.6,0,0,0,7326.58241400001,0,0,8367.1,1257.586158,1387.199165,0,0,2057.808565,2632.131147,37689.5390625,0.785300016403198,3.88
2023-12-28,8554,8308,112272.840324194,0,0,0,33390.779742,0,0,0,0,0,0,0,28497.5650792,0,0,5369.98,6529.08,0,915.66,0,0,0,7449.79567499999,0,0,8488.96,998.215309,1382.928299,0,0,1809.000476,2632.015744,37710.1015625,0.781199991703033,3.84
2023-12-27,6675,6422,84167.7673777935,0,0,0,33450.297449,0,0,0,0,0,0,0,677.8400888,0,0,5337.47,6141.47,0,982.09,0,0,0,7685.12551200001,0,0,8529.1,998.837716,1386.042613,0,0,1810.339743,2639.743256,37656.51953125,0.785719990730286,3.79
2023-12-26,7520,7301,115063.406148394,0,0,0,31955.676468,0,0,0,0,0,0,0,31295.5940864,0,0,5281.2,5323.33,0,902.29,0,0,0,9608.31320000001,0,0,8637.24,998.695148,1385.851047,0,0,1784.604328,2636.917871,37545.328125,0.78710001707077,3.89
2023-12-25,1693,1573,117435.322700794,0,0,0,26949.550614,0,0,0,0,0,0,0,46051.1601648,0,0,4158.62,5456.06,0,580.46,0,0,0,6339.27431,0,0,8863.93,999.455208,1386.547598,0,0,1743.829452,2642.789354,37385.96875,0.788829982280731,3.9
2023-12-24,8570,8359,89644.5852997935,0,0,0,27284.573838,0,0,0,0,0,0,0,15448.0029928,0,0,4049.9,5633.33,0,544.83,0,0,0,6607.146399,0,0,9050.77,1000.122146,1387.594289,0,0,1754.662156,2637.764479,37385.96875,0.788332998752594,3.9
2023-12-23,14637,14419,99001.5743185935,0,0,0,27499.084882,0,0,0,0,0,0,0,15920.5752216,0,0,4873.25,5099.96,0,683.41,0,0,0,7717.17150199999,0,0,8601.35,1000.444546,1386.964648,0,0,1774.528185,2641.726334,37385.96875,0.788332998752594,3.9
2023-12-22,13493,13253,103897.337287194,0,0,0,28054.076957,0,0,0,0,0,0,0,17112.0411112,0,0,5126.98,5227.14,0,809.6,0,0,0,7709.419438,0,0,10311.72,999.818623,1387.11872,0,0,1743.250527,2640.206911,37385.96875,0.788332998752594,3.9
2023-12-21,9671,9412,97728.0242833935,0,0,0,28137.800115,0,0,0,0,0,0,0,12698.3259704,0,0,5593.78,4917.33,0,866.56,0,0,0,7910.880262,0,0,11175.67,999.518907,1376.275474,0,0,1739.822255,2635.9513,37404.3515625,0.791059970855713,3.89
2023-12-20,7832,7614,122377.693096454,0,0,0,28880.574579,0,0,0,0,0,0,0,38315.7548984,0,0,6379.32,4015.73,0,967.51,0,0,0,7825.51604900001,0,0,10807.59,1000.875136,1386.990856,0,0,1760.955875,2648.053517,37082,0.785380005836487,3.86
2023-12-19,6743,6448,98859.9892003935,0,0,0,26398.802422,1689.15,0,0,0,0,0,0,15038.3795744,0,0,5864.6,3988.03,0,1226.35,0,0,0,7786.15127199999,0,0,11027.27,1001.547136,1388.374982,0,0,1754.348314,2644.0455,37557.921875,0.79040002822876,3.93
2023-12-18,7357,7162,136702.426329084,0,0,0,36981.328585,4437.03,0,0,0,0,0,0,39350.3049128,0,0,6625.78,3293.54,0,1795.25,0,0,0,8870.81932400001,0,0,9582.51,1001.205631,1389.037927,0,0,1775.794512,2655.339804,37306.01953125,0.789120018482208,3.95
2023-12-17,5317,5153,97029.6271312735,0,0,0,34846.312645,4423.58,0,0,0,0,0,0,0,0,0,10960.52,2674.93,0,1635.96,0,0,0,6275.81205999999,0,0,9385.78,1001.102042,1389.360178,0,0,1769.268004,2657.664569,37305.16015625,0.782999992370606,3.91
2023-12-16,8303,8080,94562.4444732836,0,0,0,36991.544291,4578.71,0,0,0,0,0,0,0,0,0,11495.76,2423.94,0,1720.4,0,0,0,7898.084084,0,0,8537.19,1000.847022,1390.032967,0,0,1733.37162,2656.073856,37305.16015625,0.782999992370606,3.91
2023-12-15,8280,8063,102024.636206274,0,0,0,41000.076081,4698.25,0,0,0,0,0,0,0,0,0,14695.8,2491.22,0,1798.94,0,0,0,8268.29023999999,0,0,9042.82,1000.726265,1388.787191,0,0,1742.151455,2654.797341,37305.16015625,0.782999992370606,3.91
2023-12-14,6763,6515,97058.7913462835,0,0,0,36388.79807,4700.72,0,0,0,0,0,0,0,0,0,15287.94,2501.72,0,1438.94,0,0,0,7243.08313400001,0,0,8824.35,1001.133406,1388.704094,0,0,1710.212264,2654.413745,37248.3515625,0.792209982872009,3.92
2023-12-13,6194,5957,97622.6240492835,0,0,0,38808.217345,4802.5,0,0,0,0,0,0,0,0,0,12800.22,2516.8,0,1121.81,0,0,0,8195.56430699999,0,8.16,8663.51,1000.673144,1390.698405,0,0,1726.592614,2658.534601,37090.23828125,0.795499980449677,4.04
2023-12-12,5986,5770,97645.4113769935,0,0,0,39746.166175,4901.75,0,0,0,0,0,0,0,0,0,11390.68,2869.28,0,1128.14,0,0,0,8234.032091,0,9.33,8439.48,1000.55128,1389.950272,0,0,1734.238348,2658.942211,36577.94140625,0.796519994735718,4.2
2023-12-11,6390,6157,105225.949344994,0,0,0,37226.62814,5950.16,0,0,0,0,0,0,0,0,0,9624.82,14180.37,0,1072.73,0,0,0,8166.942042,0,8.17,8154.85,996.711786,1388.579782,0,0,1720.56142,2618.452175,36404.9296875,0.796509981155396,4.23
2023-12-10,4887,4666,114526.348816534,0,0,0,36732.370276,5771.15,0,0,0,0,0,0,0,0,0,8890.22,26090.61,0,994.77,0,0,0,7049.523903,0,9.65,8732.12,982.484542,1390.915734,0,0,1741.192115,2643.913245,36247.87109375,0.794309973716736,4.23
2023-12-09,7314,7060,120021.691789534,0,0,0,37391.268886,5681.24,0,0,0,0,0,0,0,0,0,10403.2,23943.32,0,991.84,0,0,0,7683.508113,0,12.63,8006.83,982.362665,1391.225244,0,0,1722.42171,2649.31717,36247.87109375,0.794309973716736,4.23
2023-12-08,7674,7427,122439.903231534,0,0,0,37769.449108,5685.99,0,0,0,0,0,0,0,0,0,8752.22,25262.96,0,1091.32,0,0,0,8520.7897,0,9.34,8317.25,982.234987,1390.944125,0,0,1694.315498,2651.485812,36247.87109375,0.794309973716736,4.23
2023-12-07,6858,6610,131428.648351994,0,0,0,42822.179102,10461.66,0,0,0,0,0,0,0,0,0,10233,24462.94,0,1462.02,0,0,0,7486.70579900001,0,9.61,8299.17,982.571899,1388.854396,0,0,1692.173468,2639.880688,36117.37890625,0.796259999275208,4.14
2023-12-06,6319,6056,129582.125373994,0,0,0,40549.723675,10287.81,0,0,0,0,0,0,0,0,0,11085.7,23769.98,0,1981.91,0,0,0,7925.027554,0,8.94,8136.51,982.356958,1386.162353,0,0,1692.967768,2639.684066,36054.4296875,0.794000029563904,4.12
2023-12-05,6393,6185,146347.270719954,0,0,0,54369.296025,10415.62,0,0,0,0,0,0,0,0,0,11373.8,24028.06,0,4018.71,0,0,0,7525.12543800001,0,9.89,8466.54,982.919164,1390.054088,0,0,1700.026254,2648.191788,36124.55859375,0.791509985923767,4.18
2023-12-04,6999,6774,144182.620976994,0,0,0,65903.396087,0,0,0,0,0,0,0,0,0,0,9106.4,24713.15,0,3468.6,0,0,0,7899.63176,0,8.73,7522.54,982.099776,1391.755431,0,0,1730.583804,2641.621119,36204.44140625,0.786589980125427,4.28
2023-12-03,4936,4741,143461.594562994,0,0,0,62041.349245,0,0,0,0,0,0,0,0,0,0,8922.44,25588.77,0,2638.21,0,0,0,8303.466785,0,9.44,8630.23,982.564566,1391.73096,0,0,1705.942076,2647.728931,36245.5,0.791660010814667,4.22
2023-12-02,8452,8186,143299.825682994,0,0,0,65579.072202,0,0,0,0,0,0,0,0,0,0,11517.52,22554.74,0,3183.22,0,0,0,10382.263858,0,9.48,9366.46,982.264898,1390.19429,0,0,1682.17891,2642.384525,36245.5,0.791660010814667,4.22
2023-12-01,10679,10407,156081.365788993,0,0,0,72965.09941,0,0,0,0,0,0,0,0,0,0,15626.18,23168.93,0,3124.76,0,0,0,10295.874265,0,13.41,10243.29,982.115838,1389.75089,0,0,1672.384271,2628.434115,36245.5,0.791660010814667,4.22
2023-11-30,7025,6744,160747.328980994,0,0,0,80537.679974,0,0,0,0,0,0,0,0,0,0,13298.72,23884.57,0,3755.76,0,0,0,7247.331782,0,15.69,10500.69,982.572473,1390.947363,0,0,1669.791454,2636.392935,35950.890625,0.787625014781952,4.37
2023-11-29,7313,7029,150272.112550993,0,0,0,67231.889498,0,0,0,0,0,0,0,0,0,0,13412.74,24097.5,0,3505.89,0,0,0,9972.78053699999,0,4.13,10393.33,982.427242,1390.442609,0,0,1672.313684,2473.067981,35430.421875,0.786639988422394,4.27
2023-11-28,6382,6171,149411.762415994,0,0,0,68227.907196,0,0,0,0,0,0,0,0,0,0,12787.5,24836.96,0,3054.54,0,0,0,8660.405468,0,0.3,10282.62,982.690332,1390.689186,0,0,1663.755125,2459.731109,35416.98046875,0.791490018367767,4.34
