date,sales,sales_from_finance,total_ad_spend,corp_Google_DISCOVERY_spend,corp_Google_DISPLAY_spend,corp_Google_PERFORMANCE_MAX_spend,corp_Google_SEARCH_spend,corp_Google_SHOPPING_spend,corp_Google_VIDEO_spend,corp_Horizon_VIDEO_TIER_1_spend,corp_Horizon_VIDEO_TIER_2_spend,corp_Horizon_VIDEO_TIER_3_spend,corp_Horizon_VIDEO_TIER_BC_spend,corp_Horizon_VIDEO_TIER_HISP_spend,corp_Horizon_VIDEO_TIER_NA_spend,corp_Horizon_VIDEO_TIER_OTT_spend,corp_Horizon_VIDEO_TIER_SYND_spend,corp_Impact_AFFILIATE_spend,corp_Meta_SOCIAL_spend,corp_Microsoft_AUDIENCE_spend,corp_Microsoft_SEARCH_CONTENT_spend,corp_Microsoft_SHOPPING_spend,local_Google_DISPLAY_spend,local_Google_LOCAL_spend,local_Google_PERFORMANCE_MAX_spend,local_Google_SEARCH_spend,local_Google_SHOPPING_spend,local_Meta_SOCIAL_spend,local_Simpli_fi_GEO_OPTIMIZED_DISPLAY_spend,local_Simpli_fi_GEO_OPTIMIZED_VIDEO_spend,local_Simpli_fi_SEARCH_DISPLAY_spend,local_Simpli_fi_SEARCH_VIDEO_spend,local_Simpli_fi_SITE_RETARGETING_DISPLAY_spend,local_Simpli_fi_SITE_RETARGETING_VIDEO_spend,stock_market_index,dollar_to_pound,interest_rates
2024-10-14,6029,5707,334455.301008181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547.28,134731.73,0,15801.95,0,0,0,0,0,0,8754.73,0,0,0,0,0,0,43065.21875,0.766340017318726,4.08
2024-10-13,4699,4394,310771.383758403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542.86,129217.67,0,9087.83,0,0,0,0,0,0,8849.86,0,0,0,0,0,0,42863.859375,0.765569984912872,4.08
2024-10-12,7014,6595,299959.990704291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768.68,114375.55,0,11138.96,0,0,0,0,0,0,8632.99,0,0,0,0,0,0,42863.859375,0.765569984912872,4.08
2024-10-11,7262,6855,320182.550824835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177.62,121933.97,0,15528.02,0,0,0,0,0,0,8318.1,0,0,0,0,0,0,42863.859375,0.765569984912872,4.08
2024-10-10,6553,6148,336425.814900873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160.09,133346.53,0,15523.23,0,0,0,0,0,0,7820.29,0,0,0,0,0,0,42454.12109375,0.765209972858429,4.09
2024-10-09,6288,5912,326055.870992673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812.82,129572.63,0,14749.18,0,0,0,0,0,0,5071.35,0,0,0,0,0,0,42512,0.76366001367569,4.06
2024-10-08,6342,5952,357322.253690438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1864.66,148274.9,0,15150.18,0,0,0,0,0,0,4994.39,0,0,0,0,0,0,42080.37109375,0.764249980449677,4.04
2024-10-07,6773,6390,377007.902321535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730.86,160554.5,0,16697.6,0,0,0,0,0,0,5057.38,0,0,0,0,0,0,41954.23828125,0.761600017547607,4.03
2024-10-06,5012,4692,399029.574233258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307.08,198468.8,0,12136.17,0,0,0,0,0,0,5186.96,0,0,0,0,0,0,42352.75,0.761600017547607,3.98
2024-10-05,7440,7056,388140.422419238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731.77,178238.08,0,17851.88,0,0,0,0,0,0,5101.41,0,0,0,0,0,0,42352.75,0.761600017547607,3.98
2024-10-04,8330,7886,409090.987973216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774.96,170382.02,0,27722.22,0,0,0,0,0,0,5076.71,0,0,0,0,0,0,42352.75,0.761600017547607,3.98
2024-10-03,8910,8455,408704.993421899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177.52,184359.61,0,26316.88,0,0,0,0,0,0,4923.69,0,0,0,0,0,0,42011.58984375,0.753799974918366,3.85
2024-10-02,7349,6934,466669.856138913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1926.81,214391.3,0,26749.75,0,0,0,0,0,0,31270.64,0,0,0,0,0,0,42196.51953125,0.753350019454956,3.79
2024-10-01,9032,8561,448788.389727851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991.32,225628.86,0,27549.7,0,0,0,0,0,0,35141,0,0,0,0,0,0,42156.96875,0.747600018978119,3.74
2024-09-30,7519,7109,412341.655316572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2231.63,206513.1,0,35572.08,0,0,0,0,0,0,7835.22,0,0,0,0,0,0,42330.1484375,0.747200012207031,3.81
2024-09-29,4667,4300,507507.58406634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390.37,200488.62,0,20696.26,0,0,0,0,0,0,8767.06,0,0,0,0,0,0,42313,0.745500028133392,3.75
2024-09-28,7015,6685,574464.093853262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642.52,175888.55,0,20785.12,0,0,0,0,0,0,8678.28,0,0,0,0,0,0,42313,0.745500028133392,3.75
2024-09-27,7423,7046,560635.397127414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1958.18,175683.97,0,24101.17,0,0,0,0,0,0,8412.97,0,0,0,0,0,0,42313,0.745500028133392,3.75
2024-09-26,6462,6063,479726.442075957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590.38,196013.75,0,18180.57,0,0,0,0,0,0,8388.15,0,0,0,0,0,0,42175.109375,0.750988006591797,3.79
2024-09-25,6438,6054,464621.461885959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.82,183147.29,0,18257,0,0,0,0,0,0,8368.43,0,0,0,0,0,0,41914.75,0.744750022888184,3.79
2024-09-24,5717,5330,844803.041402579,12911.460935,0,42424.033969,160983.487182,8853.05,109794.301283,0,0,0,0,0,0,0,0,1495.67,176392.38,0,18978.73,0,0,0,24308.5720570001,5855.811358,0,8446.58,0,0,0,0,0,0,42208.21875,0.74906998872757,3.74
2024-09-23,7111,6700,902669.44334977,12860.032456,0,45394.751742,143513.893982,9054.83,167015.691909,0,0,0,0,0,0,0,0,1602.98,180857.35,0,16377.84,0,0,0,24964.2374810001,6100.505565,0,8668.92,0,0,0,0,0,0,42124.6484375,0.751089990139008,3.75
2024-09-22,4471,4176,821277.446228222,13001.148986,0,29667.77828,142691.655472,10790.42,125913.853385,0,0,0,0,0,0,0,0,1727.88,182668.84,0,11641.81,0,0,0,23832.548599,6374.816133,0,8910.16,0,0,0,0,0,0,42063.359375,0.752910017967224,3.73
2024-09-21,6936,6575,816753.560080522,13008.490672,0,28098.927413,151777.040322,10510.2,125896.158486,0,0,0,0,0,0,0,0,1725.2,170495.96,0,12335.05,0,0,0,24942.286003,7487.777777,0,9159.61,0,0,0,0,0,0,42063.359375,0.752910017967224,3.73
2024-09-20,7152,6713,866305.688171735,13208.987718,0,36769.039326,181515.808225,11179.18,129746.163199,0,0,0,0,0,0,0,0,1682.62,163258.79,0,16971.13,0,0,0,25336.2106150001,7462.218672,0,9336.63,0,0,0,0,0,0,42063.359375,0.752910017967224,3.73
2024-09-19,6073,5726,717750.550338718,12824.48875,0,32234.793434,162361.939279,10826.44,38951.617776,0,0,0,0,0,0,0,0,1699.14,144311.06,0,16460.18,0,0,0,25155.60084,6800.862471,0,9179.63,0,0,0,0,0,0,42025.19140625,0.757510006427765,3.73
2024-09-18,5997,5623,734380.312833081,13159.028479,0,42251.496097,160096.146008,10769.56,39855.002848,0,0,0,0,0,0,0,0,1541.9,152820.83,0,12673.02,0,0,0,23810.665114,6318.911853,0,8813.41,0,0,0,0,0,0,41503.1015625,0.759450018405914,3.7
2024-09-17,5790,5395,718253.295908126,13333.598958,0,24668.966175,160497.492524,8829.76,40205.017286,0,0,0,0,0,0,0,0,1415.08,151187.31,0,12263.71,0,0,0,24201.719572,6861.255233,0,8359.89,0,0,0,0,0,0,41606.1796875,0.756959974765778,3.65
2024-09-16,6177,5812,781603.604021908,10187.709252,0,34200.182838,154227.562712,10162.32,94603.438197,0,0,0,0,0,0,0,0,1487.78,141312.95,0,13484.31,0,0,0,26282.452223,7069.125505,0,8548.42,0,0,0,0,0,0,41622.078125,0.761151015758514,3.63
2024-09-15,4688,4356,722531.130709434,10403.087684,0,39704.70702,151647.917187,9425.83,43539.831352,0,0,0,0,0,0,0,0,1298.12,143827.84,0,7599.3,0,0,0,27370.817572,6593.391945,0,8697.75,0,0,0,0,0,0,41393.78125,0.76147997379303,3.66
2024-09-14,7197,6826,697625.910575219,11295.217328,0,33460.280562,152727.098419,10035.21,43580.185858,0,0,0,0,0,0,0,0,1730.13,124943.87,0,10976.95,0,0,0,25445.9297289999,7152.485785,0,8572.96,0,0,0,0,0,0,41393.78125,0.76147997379303,3.66
2024-09-13,7648,7248,751444.348674958,10251.151314,0,27724.385903,163026.009763,10242.34,46809.901286,0,0,0,0,0,0,0,0,3047.26,155409.28,0,11506.35,0,0,0,24663.316817,6608.433102,0,8591.01,0,0,0,0,0,0,41393.78125,0.76147997379303,3.66
2024-09-12,6664,6258,702729.687949289,21109.824739,0,19724.34996,131650.015985,8668.75,48691.721354,0,0,0,0,0,0,0,0,1140.31,141870.6,0,9199.04,0,0,0,26227.7819880001,5926.413982,0,8592.21,0,0,0,0,0,0,41096.76953125,0.76690000295639,3.68
2024-09-11,6070,5644,692747.610300452,20323.880646,0,22655.483348,143135.649499,8916.79,48282.120944,0,0,0,0,0,0,0,0,957.08,133464.11,0,9551.04,0,0,0,26648.2218979999,6454.886616,0,8444.9,0,0,0,0,0,0,40861.7109375,0.764509975910187,3.65
2024-09-10,6116,5718,678948.299364906,20580.568656,0,16482.458266,157720.410262,7095.92,48285.682899,0,0,0,0,0,0,0,0,1199.52,124761.84,0,9752.13,0,0,0,24336.93108,7186.160473,0,9342,0,0,0,0,0,0,40736.9609375,0.765030026435852,3.65
2024-09-09,6160,5780,658459.133225988,20720.540979,0,16332.714794,138747.767668,8125.6,50936.219653,0,0,0,0,0,0,0,0,1130,119095.79,0,7937.64,0,0,0,25840.1385929999,7489.677846,0,8584.76,0,0,0,0,0,0,40829.58984375,0.761420011520386,3.7
2024-09-08,4901,4582,576330.118033938,20689.96507,0,13732.051783,96106.868284,7863.5,52806.613447,0,0,0,0,0,0,0,0,1480.49,102648.24,0,4744.98,0,0,0,23982.944727,6683.66458,0,8654.51,0,0,0,0,0,0,40345.41015625,0.758870005607605,3.72
2024-09-07,7161,6768,606190.15099299,20801.171586,0,18669.900681,110299.685177,10110.66,54030.72543,0,0,0,0,0,0,0,0,1433.64,101619.89,0,5195.49,0,0,0,25986.931209,7411.11924699999,0,8603.1,0,0,0,0,0,0,40345.41015625,0.758870005607605,3.72
2024-09-06,7810,7362,670947.894553845,20946.478742,0,23944.358775,153498.886892,9016.15,54163.733801,0,0,0,0,0,0,0,0,1449.55,102002.43,0,7826.9,0,0,0,26177.216055,7664.308094,0,8417.55,0,0,0,0,0,0,40345.41015625,0.758870005607605,3.72
2024-09-05,7520,7118,689536.044272418,20875.76757,0,25002.34672,169138.704903,10206.71,53156.637323,0,0,0,0,0,0,0,0,1142,108202.15,0,8647.59,0,0,0,25114.617571,7214.896942,0,8410.79,0,0,0,0,0,0,40755.75,0.760760009288788,3.73
2024-09-04,7439,6979,669012.887109257,20995.425281,0,25723.921127,154412.23185,7483.53,54285.916004,0,0,0,0,0,0,0,0,1189.92,111389.85,0,7758.4,0,0,0,25949.434827,7410.166715,0,8336.73,0,0,0,0,0,0,40974.96875,0.762539982795715,3.77
2024-09-03,8042,7605,634316.266585303,20184.584665,0,19332.812504,126736.919048,5059.08,53651.489662,0,0,0,0,0,0,0,0,1558.59,113576.97,0,8884.45,0,0,0,25891.469149,7593.631754,0,8493.79,0,0,0,0,0,0,40936.9296875,0.760919988155365,3.84
2024-09-02,5085,4718,600443.343098978,13473.233743,0,10657.13002,110681.663679,7611.37,52785.268951,0,0,0,0,0,0,0,0,1644.86,111298.33,0,7156.45,0,0,0,26735.379456,6707.224929,0,9349.17,0,0,0,0,0,0,41563.078125,0.761699974536896,3.91
2024-09-01,5586,5236,590249.918572184,20775.793148,0,11984.634558,101765.952816,7282.83,53370.137445,0,0,0,0,0,0,0,0,1212.5,111881.47,0,6267.93,0,0,0,24977.067664,5897.575322,0,10022.28,0,0,0,0,0,0,41563.078125,0.759519994258881,3.91
2024-08-31,8689,8227,575366.07676979,27846.610422,0,16539.074798,124004.357489,8383.73,67067.282589,0,0,0,0,0,0,0,0,1425.98,104048.55,0,8173.51,0,0,0,20372.257136,4779.272929,0,9915.03,0,0,0,0,0,0,41563.078125,0.759519994258881,3.91
2024-08-30,10582,10100,808068.995627519,29489.422253,0,31436.924229,153183.245694,10520.42,69097.144229,0,0,0,0,0,0,0,0,1874.67,173553.96,0,8624.41,0,0,0,22352.263191,5426.302694,0,9796.08,0,0,0,0,0,0,41563.078125,0.759519994258881,3.91
2024-08-29,7694,7322,947291.785347794,30191.589662,0,37964.511289,198441.625579,7711.56,75465.651481,0,0,0,0,0,0,0,0,1749.02,221120.34,0,8626.7,0,0,0,24051.990812,5918.208468,0,9715.8,0,0,0,0,0,0,41335.05078125,0.757939994335175,3.87
2024-08-28,7084,6709,902936.508038847,30477.901648,0,48564.855444,198345.495866,7486.12,70534.214847,0,0,0,0,0,0,0,0,2067.26,226627.98,0,7951.48,0,0,0,25284.163843,6009.29387900001,0,9701.39,0,0,0,0,0,0,41091.421875,0.754289984703064,3.84
2024-08-27,6533,6117,893813.070514604,30132.96451,0,49941.308619,182097.822169,8240.95,69638.513428,0,0,0,0,0,0,0,0,1694.12,232770.02,0,7600.98,0,0,0,24321.015746,6436.663884,0,9866.01,0,0,0,0,0,0,41250.5,0.75805002450943,3.83
2024-08-26,7333,6897,894160.533052885,31210.869619,0,55384.912027,191001.940106,10094.89,69093.994778,0,0,0,0,0,0,0,0,1681.7,223254.83,0,8830.1,0,0,0,26720.539267,6336.277552,0,9895.26,0,0,0,0,0,0,41240.51953125,0.756850004196167,3.82
2024-08-25,5343,5002,817084.768674634,31931.424885,0,55048.999296,128744.122704,8353.28,69285.276122,0,0,0,0,0,0,0,0,1267.08,228380.05,0,6358.06,0,0,0,26068.6417009999,6231.082568,0,9853.34,0,0,0,0,0,0,41175.078125,0.76349002122879,3.81
2024-08-24,7698,7332,853159.400600247,31830.391744,0,59443.279475,171444.386429,7977.88,69933.72062,0,0,0,0,0,0,0,0,714.4,205522.85,0,7350.09,0,0,0,27573.016815,7013.591909,0,9876.32,0,0,0,0,0,0,41175.078125,0.76349002122879,3.81
2024-08-23,7655,7234,858277.290483716,31910.70946,0,45400.539354,187743.186156,8376.67,70520.849309,0,0,0,0,0,0,0,0,1032.94,202995.13,0,8077.75,0,0,0,28404.311523,6678.713538,0,10011.29,0,0,0,0,0,0,41175.078125,0.76349002122879,3.81
2024-08-22,7119,6706,884531.341865353,32372.09281,0,44880.999085,184350.189694,7738.98,70507.70435,0,0,0,0,0,0,0,0,1154.2,226652.49,0,7770.84,0,0,0,23818.795887,6516.215872,0,10258.96,0,0,0,0,0,0,40712.78125,0.763740003108978,3.86
2024-08-21,6697,6311,896870.696202809,32385.244178,0,53185.389113,161879.556816,10141.22,70510.064753,0,0,0,0,0,0,0,0,883.22,261534.05,0,8366.62,0,0,0,21752.1219679999,6318.857079,0,10284.26,0,0,0,0,0,0,40890.48828125,0.767139971256256,3.79
2024-08-20,6519,6128,909874.38324604,32482.444706,0,53373.82,175183.943102,7710.11,70534.782741,0,0,0,0,0,0,0,0,112.2,261387.73,0,10057.96,0,0,0,23120.354618,6249.024246,0,10018.83,0,0,0,0,0,0,40834.96875,0.769800007343292,3.82
2024-08-19,6850,6468,902086.465017073,33324.241719,0,52282.885584,180145.772749,7473.88,71606.212344,0,0,0,0,0,0,0,0,0,240154.62,0,11000.47,0,0,0,25685.932507,7373.903226,0,9885.4,0,0,0,0,0,0,40896.53125,0.772369980812073,3.86
2024-08-18,5331,5031,871097.720103289,32193.281722,0,73930.045411,173056.495939,8482.62,72148.675876,0,0,0,0,0,0,0,0,0,204650.78,0,9053.49,0,0,0,19798.809936,5076.276511,0,9996.74,0,0,0,0,0,0,40659.76171875,0.777639985084534,3.89
2024-08-17,7759,7347,804779.561030984,32609.111851,0,60796.44,152696.432648,7672.48,73147.419862,0,0,0,0,0,0,0,0,0,163159.68,0,9849.73,0,0,0,23231.069524,6665.155659,0,10113.29,0,0,0,0,0,0,40659.76171875,0.777639985084534,3.89
2024-08-16,8044,7621,767646.817324183,31846.525597,0,45859.84,132489.417243,8252.96,73086.13538,0,0,0,0,0,0,0,0,0,163017.15,0,10141.61,0,0,0,23566.066429,7250.115006,0,10358.92,0,0,0,0,0,0,40659.76171875,0.777639985084534,3.89
2024-08-15,7128,6680,795086.497427605,32714.12333,0,41225.95,141697.751932,8818.18,73380.533793,0,0,0,0,0,0,0,0,0,185846.35,0,11091.99,0,0,0,23762.019016,6269.624183,0,10572.9,0,0,0,0,0,0,40563.05859375,0.779500007629395,3.92
2024-08-14,6902,6474,838064.326660053,32371.202075,0,50958.89,147156.101024,9583.82,75974.83215,0,0,0,0,0,0,0,0,0,211606.14,0,11805.72,0,0,0,22964.365799,5739.15878,0,10626.28,0,0,0,0,0,0,40008.390625,0.777199983596802,3.83
2024-08-13,6456,6085,824495.18144223,32843.653169,0,46272.66,127482.592235,8884.87,79942.978371,0,0,0,0,0,0,0,0,0,213155.7,0,12282.93,0,0,0,24980.878864,6846.758651,0,11505.53,0,0,0,0,0,0,39765.640625,0.783010005950928,3.85
2024-08-12,7000,6617,817902.521869466,32576.09022,0,45547.47,121489.254055,9039.96,80331.115687,0,0,0,0,0,0,0,0,0,214866.55,0,12059.06,0,0,0,26882.605267,6539.94,0,11107.05,0,0,0,0,0,0,39357.01171875,0.784290015697479,3.9
2024-08-11,5121,4823,794089.324810225,33652.743939,0,44744.83,96456.041019,9058.13,69926.048961,0,0,0,0,0,0,0,0,0,235314.9,0,8554.01,0,0,0,22169.368437,5972.54271900001,0,11228.58,0,0,0,0,0,0,39497.5390625,0.784470021724701,3.94
2024-08-10,7372,6980,802798.259453144,33821.164339,0,42741.42,119725.66162,9915.71,69017.578879,0,0,0,0,0,0,0,0,0,221434.76,0,9077.25,0,0,0,22782.561439,6650.040106,0,11449.63,0,0,0,0,0,0,39497.5390625,0.784470021724701,3.94
2024-08-09,7855,7383,826852.305855036,35006.804998,0,55689.03,123758.939542,11195.91,69314.929883,0,0,0,0,0,0,0,0,0,221430.84,0,10343.69,0,0,0,23255.2448660001,7988.313217,0,12187.9,0,0,0,0,0,0,39497.5390625,0.784470021724701,3.94
2024-08-08,6848,6415,865151.129497446,35512.303212,0,56085.021325,135796.435806,10503.39,68525.600471,0,0,0,0,0,0,0,0,0,216936.24,0,19924.03,0,0,0,22667.057805,8265.744754,0,12561.34,0,0,0,0,0,0,39446.48828125,0.788619995117188,3.99
2024-08-07,6826,6425,886645.985661261,31078.276504,0,54344.328007,150524.115977,9882.9,71414.264333,0,0,0,0,0,0,0,0,0,221429.59,0,25407.25,0,0,0,23616.269332,7745.659636,0,12202.44,0,0,0,0,0,0,38763.44921875,0.788349986076355,3.96
2024-08-06,6466,6077,826016.049549844,36704.686997,0,54767.446826,137759.640372,9607.32,65449.857309,0,0,0,0,0,0,0,0,0,228123.06,0,27400.82,0,0,0,23250.305168,8293.195111,0,11750.56,0,0,0,0,0,0,38997.66015625,0.78193998336792,3.9
2024-08-05,7081,6617,823603.325566642,30708.576664,0,55750.420389,160678.588479,9402.75,65429.103575,0,0,0,0,0,0,0,0,0,232889.73,0,25861.89,0,0,0,26625.709753,8256.600431,0,11586.71,0,0,0,0,0,0,38703.26953125,0.781989991664887,3.78
2024-08-04,5245,4953,836673.724075004,25551.70632,0,53122.907072,154030.85082,8238.85,64374.783224,0,0,0,0,0,0,0,0,0,280377.51,0,21050.63,0,0,0,22283.6759979999,7296.452537,0,11903,0,0,0,0,0,0,39737.26171875,0.785610020160675,3.8
2024-08-03,8466,8090,901766.466327682,35741.597532,0,71541.986635,170778.893027,10024.65,68023.978731,0,0,0,0,0,0,0,0,0,250296.51,0,24412.02,0,0,0,23378.992572,6579.544578,0,12292.6,0,0,0,0,0,0,39737.26171875,0.785610020160675,3.8
2024-08-02,9962,9473,921272.121118577,33608.628878,0,45682.832707,230779.726033,9129.15,68403.087116,0,0,0,0,0,0,0,0,0,248738.21,0,31133.78,0,0,0,23680.604502,5432.609731,0,13041.67,0,0,0,0,0,0,39737.26171875,0.785610020160675,3.8
2024-08-01,9718,9224,946712.539753133,33476.977463,0,28727.788759,271138.350858,9887.92,70565.125161,0,0,0,0,0,0,0,0,0,248290.23,0,20123.56,0,0,0,23358.777394,2568.647274,0,13022.62,0,0,0,0,0,0,40347.96875,0.778020024299622,3.99
2024-07-31,6650,6257,771497.611866878,6512.369115,0,30759.473118,248010.164061,9615.7,59288.866124,0,0,0,0,0,0,0,0,0,187491.92,0,19494.16,0,0,0,21054.158571,1558.178096,0,12933.86,0,0,0,0,0,0,40842.7890625,0.778999984264374,4.09
2024-07-30,6414,6107,1703245.97263224,16891.405006,0,28846.305306,149585.319714,8393.62,1061117.133948,0,0,0,0,0,0,0,0,0,190028.35,0,22752.66,0,0,0,23838.725218,0,0,12491.61,0,0,0,0,0,0,40743.328125,0.77758002281189,4.15
2024-07-29,6137,5798,675020.207921805,17323.033505,0,29415.637851,116916.82871,8661.12,60332.36684,0,0,0,0,0,0,0,0,0,185580.62,0,22910.27,0,0,0,25618.651945,0,0,11810.51,0,0,0,0,0,0,40539.9296875,0.777100026607513,4.17
2024-07-28,4493,4218,573905.61680096,17183.787164,0,51842.838761,107701.916395,7653.08,49959.054906,0,0,0,0,0,0,0,0,0,179006.83,0,16081.85,0,0,0,23718.983198,0,0,11874.25,0,0,0,0,0,0,40589.33984375,0.777800023555756,4.2
2024-07-27,6983,6592,586569.358437444,17546.268408,0,81734.493377,105471.113363,8856.16,48442.887474,0,0,0,0,0,0,0,0,0,160642.32,0,16712.06,0,0,0,24950.842662,0,0,11479.66,0,0,0,0,0,0,40589.33984375,0.777800023555756,4.2
2024-07-26,7880,7474,569169.874705532,17303.414822,0,36636.456179,120972.798331,8195.97,49045.39276,0,0,0,0,0,0,0,0,0,155520.25,0,19347.09,0,0,0,21827.746632,0,0,11283.65,0,0,0,0,0,0,40589.33984375,0.777800023555756,4.2
2024-07-25,6109,5758,565633.037725886,12089.726397,0,33956.673979,132043.561327,7617.06,49327.557313,0,0,0,0,0,0,0,0,0,150262.02,0,21655.95,0,0,0,24153.808036,0,0,10317.6,0,0,0,0,0,0,39935.0703125,0.775200009346008,4.27
2024-07-24,5756,5440,543896.273298056,10357.08878,0,33768.27099,118832.149491,6833.85,51754.67641,0,0,0,0,0,0,0,0,0,151821.59,0,17293.61,0,0,0,27549.9640480001,0,0,8868.88,0,0,0,0,0,0,39853.87109375,0.775099992752075,4.28
2024-07-23,5527,5234,476309.931623464,3705.925352,0,9349.56535,113847.372103,4905.84,52444.673344,0,0,0,0,0,0,0,0,0,139301.24,0,13202.92,0.25,0,0,18428.747907,0,0,6262.53,0,0,0,0,0,0,40358.08984375,0.773249983787537,4.25
2024-07-22,6369,6024,274359.476022989,0,0,805.210165,114327.219955,1421.08,0,0,0,0,0,0,0,0,0,0,104373.42,0,11919.98,3.24,0,0,15720.165903,0,0,8596.33,0,0,0,0,0,0,40415.44140625,0.773209989070892,4.26
2024-07-21,4608,4331,151127.101756989,0,0,0,100389.43,0,0,0,0,0,0,0,0,0,0,0,0,0,7449.57,0,0,0,16995.451757,0,0,8830.63,0,0,0,0,0,0,40287.53125,0.77209997177124,4.25
2024-07-20,6652,6285,147906.170592989,0,0,0,97427.74,0,0,0,0,0,0,0,0,0,0,0,0,0,7226.22,0,0,0,17469.960593,0,0,9022.99,0,0,0,0,0,0,40287.53125,0.77209997177124,4.25
2024-07-19,7076,6682,129704.297488989,0,0,0,77925.03,0,0,0,0,0,0,0,0,0,0,0,0,0,8671.4,0,0,0,17642.967489,0,0,8877.31,0,0,0,0,0,0,40287.53125,0.77209997177124,4.25
2024-07-18,6733,6361,144535.688170989,0,0,0,90812.96,0,0,0,0,0,0,0,0,0,0,0,0,0,8193.97,0,0,0,20373.4281710001,0,0,8750.45,0,0,0,0,0,0,40665.01953125,0.768790006637573,4.2
2024-07-17,5704,5343,98305.1862069893,0,0,0,55762.28,0,0,0,0,0,0,0,0,0,0,0,0,0,6265.54,0,0,0,10737.376207,0,0,8728.57,0,0,0,0,0,0,41198.078125,0.77055299282074,4.16
2024-07-16,6401,6036,138229.697658989,0,0,12415.037635,56590.293658,4089.69,0,0,0,0,0,0,0,0,0,1175.14,19854.17,0,6459.17,0,0,0,13694.556366,0,0,6324.46,0,0,0,0,0,0,40954.48046875,0.771009981632233,4.17
2024-07-15,6225,5845,161884.674279989,0,0,13507.089419,64696.185843,4712.74,0,0,0,0,0,0,0,0,0,741.01,29342.47,0,6420.41,0,0,0,16664.659018,0,0,7900.11,0,0,0,0,0,0,40211.71875,0.771200001239777,4.23
2024-07-14,4634,4306,152799.860252989,0,0,11040.399274,52499.263674,4741.07,0,0,0,0,0,0,0,0,0,894.48,37671.02,0,4953.63,0,0,0,14771.887305,0,0,8074.78,0,0,0,0,0,0,40000.8984375,0.773769974708557,4.18
2024-07-13,7092,6694,157480.352411989,0,0,10830.060874,57922.291755,4932.45,0,0,0,0,0,0,0,0,0,961.8,34081.7,0,5525.24,0,0,0,14478.379783,0,0,7869.9,0,0,0,0,0,0,40000.8984375,0.773769974708557,4.18
2024-07-12,7546,7109,202482.264747989,0,0,9140.891565,76945.725471,4826.14,0,0,0,0,0,0,0,0,0,1365.77,34943.99,0,5440.26,0,0,0,14354.617712,0,0,7649.74,0,0,0,0,0,0,40000.8984375,0.773769974708557,4.18
2024-07-11,6597,6172,188458.459389989,0,0,11410.158736,83609.327001,4955.49,0,0,0,0,0,0,0,0,0,998.61,35633.27,0,5844.94,0,0,0,13334.653653,0,0,7597.81,0,0,0,0,0,0,39753.75,0.778050005435944,4.2
2024-07-10,6274,5893,183736.047429989,0,0,11174.740298,78513.425465,4698.29,0,0,0,0,0,0,0,0,0,1150.52,40365.84,0,4983.18,0,0,0,11043.601667,0,0,7664.17,0,0,0,0,0,0,39721.359375,0.782000005245209,4.28
2024-07-09,6452,6099,173821.801470989,0,0,12246.068755,75003.74637,4647.82,0,0,0,0,0,0,0,0,0,900.07,38412.17,0,4336.96,0,0,0,12123.736346,0,0,7989.9,0,0,0,0,0,0,39291.96875,0.78030002117157,4.3
2024-07-08,5783,5401,159374.194851989,0,0,8593.918227,65863.563679,4261.96,0,0,0,0,0,0,0,0,0,949.51,35745.22,0,4422.72,0,0,0,12936.062946,0,0,8499.07,0,0,0,0,0,0,39344.7890625,0.780852973461151,4.28
2024-07-07,4866,4563,139270.229106989,0,0,8631.044691,56403.82295,4118.32,0,0,0,0,0,0,0,0,0,560.32,26428.54,0,3082.57,0,0,0,12927.661466,0,0,8882.02,0,0,0,0,0,0,39375.87109375,0.783959984779358,4.28
2024-07-06,7332,6909,150410.599727989,0,0,15188.324654,63115.059149,4236.66,0,0,0,0,0,0,0,0,0,1407.14,25368.22,0,4081.09,0,0,0,12137.855925,0,0,8970.23,0,0,0,0,0,0,39375.87109375,0.783959984779358,4.28
2024-07-05,7629,7205,154668.760816989,0,0,15651.81441,63273.996068,4721.8,0,0,0,0,0,0,0,0,0,1882.63,24715.11,0,6283.36,0,0,0,13447.850339,0,0,8787.34,0,0,0,0,0,0,39375.87109375,0.783959984779358,4.28
